,DATE,MSPUS,income,new_private_house,PPI_Concrete,home_ow_rate,new_private_hw_under,total_emp_cons,monthly_supply,mortgage_rate,permit,population,house_st,p_saving_rate,unemployed_rate,target,all_Const_Emp,IPI_Cement,labor_percent,GDP,emratio,PPI_Cement
0,1987-01-01,97900.0,3820.2,7974.744624728542,4.703203926259457,63.9,1090.0,5007.0,6.0,9.204,1690.0,241857.0,1774.0,9.4,6.6,63.735,722.3,123.7373,65.4,4722.156,61.0,100.1
1,1987-02-01,97900.0,3845.0,7502.249552719816,4.703203926259457,63.9,1096.0,5038.0,6.2,9.0825,1689.0,242005.0,1784.0,8.2,6.6,64.135,724.2,123.167,65.5,4722.156,61.1,100.8
2,1987-03-01,97900.0,3863.8,7106.57511472515,4.703203926259457,63.9,1084.0,5039.0,6.0,9.035,1704.0,242166.0,1726.0,8.1,6.6,64.47,727.9,122.5706,65.5,4722.156,61.2,101.2
3,1987-04-01,103400.0,3875.4,7316.778921984829,4.703203926259457,63.9,1079.0,5053.0,6.0,9.8325,1601.0,242338.0,1614.0,4.1,6.3,64.973,728.1,123.5345,65.4,4806.16,61.3,100.8
4,1987-05-01,103400.0,3908.6,7203.849515616911,4.697749367281185,63.9,1070.0,5080.0,6.7,10.596,1500.0,242516.0,1628.0,7.8,6.3,65.547,727.6,123.8454,65.7,4806.16,61.6,101.2
5,1987-06-01,103400.0,3919.7,6806.0455129801785,4.697749367281185,63.9,1060.0,5086.0,6.9,10.5375,1522.0,242706.0,1594.0,7.3,6.2,66.218,728.5,123.3012,65.5,4806.16,61.4,101.2
6,1987-07-01,106000.0,3942.1,7060.581064125011,4.697749367281185,64.1,1051.0,5092.0,6.7,10.278,1516.0,242908.0,1575.0,7.1,6.1,66.786,732.1,127.3025,65.6,4884.555,61.6,101.1
7,1987-08-01,106000.0,3978.6,6750.274657721643,4.697749367281185,64.1,1045.0,5102.0,6.8,10.33,1511.0,243118.0,1605.0,6.8,6.0,67.27,729.2,122.6327,65.7,4884.555,61.8,101.1
8,1987-09-01,106000.0,3995.6,6563.291958923684,4.697749367281185,64.1,1048.0,5096.0,6.8,10.8875,1514.0,243335.0,1695.0,7.2,5.9,67.624,731.6,125.4097,65.5,4884.555,61.6,101.1
9,1987-10-01,111500.0,4034.7,6512.919095405714,4.697749367281185,64.1,1041.0,5142.0,6.8,11.26,1447.0,243543.0,1515.0,7.9,6.0,67.903,741.3,127.4145,65.7,5007.994,61.8,101.0
10,1987-11-01,111500.0,4062.1,6517.953236951163,4.697749367281185,64.1,1042.0,5152.0,7.0,10.65,1457.0,243724.0,1656.0,8.2,5.8,68.093,742.8,127.2895,65.7,5007.994,61.9,100.9
11,1987-12-01,111500.0,4115.7,6790.82709353617,4.697749367281185,64.1,1018.0,5180.0,7.6,10.64,1345.0,243895.0,1400.0,8.4,5.7,68.344,743.5,124.5768,65.7,5007.994,62.0,100.6
12,1988-01-01,110000.0,4128.2,6397.327776274346,4.697749367281185,63.8,1008.0,5094.0,7.5,10.3825,1244.0,244056.0,1271.0,7.9,5.7,68.583,745.0,111.7494,65.8,5073.372,62.0,100.7
13,1988-02-01,110000.0,4153.0,5879.396282235216,4.697749367281185,63.8,976.0,5162.0,6.6,9.8925,1438.0,244205.0,1473.0,8.4,5.7,68.916,747.0,119.6235,65.9,5073.372,62.1,101.5
14,1988-03-01,110000.0,4178.3,6628.880782903128,4.722063937459591,63.8,994.0,5201.0,6.6,9.93,1525.0,244362.0,1532.0,8.0,5.7,69.325,750.1,124.8638,65.7,5073.372,61.9,101.1
15,1988-04-01,110000.0,4209.5,6704.70552156522,4.722063937459591,63.8,999.0,5227.0,6.4,10.202,1429.0,244528.0,1573.0,8.7,5.4,69.789,754.0,123.2387,65.8,5190.036,62.2,101.6
16,1988-05-01,110000.0,4225.9,6042.885037873396,4.722063937459591,63.8,987.0,5228.0,6.6,10.455,1444.0,244708.0,1421.0,8.3,5.6,70.40899999999999,751.2,125.8846,65.7,5190.036,62.0,102.3
17,1988-06-01,110000.0,4258.9,6187.217779233167,4.722063937459591,63.8,980.0,5261.0,6.2,10.46,1485.0,244914.0,1478.0,8.4,5.4,71.068,757.0,126.7927,65.8,5190.036,62.3,101.7
18,1988-07-01,115000.0,4298.8,6262.111976171093,4.72384171570559,63.8,971.0,5270.0,6.6,10.432,1439.0,245131.0,1467.0,8.6,5.4,71.686,747.1,120.8889,65.9,5282.835,62.3,101.5
19,1988-08-01,115000.0,4323.0,6382.278174968095,4.718498871295094,63.8,967.0,5268.0,6.6,10.5975,1460.0,245352.0,1493.0,8.4,5.6,72.185,744.5,119.923,66.1,5282.835,62.4,101.4
20,1988-09-01,115000.0,4352.5,6282.111094708475,4.722953221644475,63.8,958.0,5270.0,6.5,10.48,1436.0,245579.0,1492.0,8.8,5.4,72.574,740.5,121.2472,65.9,5282.835,62.4,100.9
21,1988-10-01,113900.0,4391.1,6272.110101044547,4.722953221644475,63.8,953.0,5262.0,6.0,10.3025,1516.0,245789.0,1522.0,8.6,5.4,72.822,732.8,120.9774,66.0,5399.509,62.5,100.7
22,1988-11-01,113900.0,4402.5,5667.5891829887305,4.725616339063959,63.8,960.0,5273.0,7.2,10.265,1508.0,245970.0,1569.0,8.4,5.3,73.065,731.7,121.3659,66.2,5399.509,62.7,100.6
23,1988-12-01,113900.0,4438.6,6362.221971061867,4.725616339063959,63.8,955.0,5277.0,6.8,10.612,1501.0,246140.0,1563.0,8.3,5.3,73.279,730.4,127.0205,66.1,5399.509,62.6,100.6
24,1989-01-01,118000.0,4501.5,6432.468282467267,4.725616339063959,64.0,955.0,5289.0,6.2,10.73,1466.0,246301.0,1621.0,8.5,5.4,73.617,734.9,132.6783,66.5,5511.253,62.9,100.7
25,1989-02-01,118000.0,4529.6,6613.734489607713,4.739701078945697,64.0,947.0,5278.0,7.5,10.645,1383.0,246454.0,1425.0,8.9,5.2,73.968,721.9,114.8575,66.3,5511.253,62.9,100.2
26,1989-03-01,118000.0,4570.2,5839.884690454822,4.745801315727837,64.0,940.0,5260.0,8.2,11.032,1214.0,246626.0,1422.0,9.4,5.0,74.41,707.1,115.9009,66.3,5511.253,62.9,100.2
27,1989-04-01,118900.0,4582.5,6337.167709180932,4.81380905109942,63.9,922.0,5295.0,7.4,11.05,1376.0,246814.0,1339.0,8.3,5.2,74.868,707.9,119.4545,66.4,5612.463,62.9,101.2
28,1989-05-01,118900.0,4579.4,5874.454712789479,4.81380905109942,63.9,913.0,5299.0,7.1,10.7725,1381.0,247010.0,1331.0,8.0,5.2,75.296,709.3,118.1679,66.3,5612.463,62.9,101.2
29,1989-06-01,118900.0,4602.2,5369.554538138624,4.81380905109942,63.9,913.0,5298.0,7.2,10.196,1322.0,247228.0,1397.0,8.1,5.3,75.696,706.6,117.488,66.5,5612.463,63.0,101.2
30,1989-07-01,120000.0,4628.5,5564.660709525784,4.81380905109942,63.9,918.0,5317.0,6.1,9.8825,1283.0,247458.0,1427.0,8.1,5.2,76.042,708.9,117.972,66.5,5695.365,63.0,101.2
31,1989-08-01,120000.0,4639.1,5775.780921572193,4.81380905109942,63.9,901.0,5330.0,6.4,9.985,1334.0,247695.0,1332.0,7.5,5.2,76.273,716.6,123.8397,66.5,5695.365,63.1,100.9
32,1989-09-01,120000.0,4662.3,5330.684474001612,4.81380905109942,63.9,895.0,5323.0,7.1,10.126,1314.0,247942.0,1279.0,7.9,5.3,76.422,710.1,120.7576,66.4,5695.365,62.8,101.6
33,1989-10-01,124800.0,4703.0,5306.416534555515,4.81380905109942,63.7,897.0,5347.0,6.9,9.9475,1365.0,248174.0,1410.0,8.4,5.3,76.48899999999999,707.5,124.1226,66.5,5747.237,62.9,101.7
34,1989-11-01,124800.0,4718.1,6003.177417512176,4.81380905109942,63.7,882.0,5364.0,6.6,9.7675,1344.0,248380.0,1351.0,8.5,5.4,76.52199999999999,708.1,125.519,66.6,5747.237,63.0,101.6
35,1989-12-01,124800.0,4735.7,5166.057855588081,4.81380905109942,63.7,885.0,5309.0,7.0,9.744,1422.0,248569.0,1251.0,7.7,5.4,76.498,705.7,114.9318,66.5,5747.237,63.0,101.7
36,1990-01-01,123900.0,4783.8,6167.273433853515,4.81380905109942,64.1,891.0,5422.0,7.0,9.895,1748.0,248743.0,1551.0,7.9,5.4,76.527,710.3,138.1363,66.8,5872.701,63.2,101.7
37,1990-02-01,123900.0,4819.8,5398.740370510242,4.81380905109942,64.1,898.0,5416.0,7.6,10.1975,1329.0,248920.0,1437.0,8.5,5.3,76.587,707.3,134.7538,66.7,5872.701,63.2,101.7
38,1990-03-01,123900.0,4842.7,5364.693002679934,4.81380905109942,64.1,885.0,5392.0,7.8,10.268,1246.0,249146.0,1289.0,8.3,5.2,76.79,703.0,132.5115,66.7,5872.701,63.2,102.0
39,1990-04-01,126800.0,4883.8,5301.565339380661,4.81380905109942,63.9,872.0,5355.0,8.3,10.37,1136.0,249436.0,1248.0,8.7,5.4,77.038,692.5,127.1853,66.6,5960.028,63.0,102.5
40,1990-05-01,126800.0,4889.5,5393.874088876437,4.81380905109942,63.9,858.0,5321.0,8.2,10.4775,1067.0,249707.0,1212.0,8.7,5.4,77.297,688.6,123.8842,66.6,5960.028,63.1,102.5
41,1990-06-01,126800.0,4919.3,4968.7878438453345,4.81380905109942,63.9,846.0,5303.0,7.9,10.164,1108.0,249990.0,1177.0,8.6,5.2,77.505,681.4,123.1067,66.4,5960.028,62.9,102.4
42,1990-07-01,117000.0,4948.2,5122.636570812952,4.81380905109942,63.9,831.0,5274.0,7.8,10.035,1078.0,250285.0,1171.0,8.7,5.5,77.561,673.9,122.3559,66.5,6015.116,62.8,102.7
43,1990-08-01,117000.0,4949.9,5180.546250804272,4.81380905109942,63.9,813.0,5234.0,8.2,10.1,1069.0,250595.0,1115.0,8.1,5.7,77.479,663.3,119.6385,66.5,6015.116,62.7,102.8
44,1990-09-01,117000.0,4978.6,5204.709780742301,4.837867950107113,63.9,793.0,5197.0,8.4,10.175,976.0,250904.0,1110.0,8.1,5.9,77.229,656.8,118.6876,66.4,6015.116,62.5,103.5
45,1990-10-01,121500.0,4966.5,5060.033777600902,4.837867950107113,64.0,766.0,5134.0,8.7,10.1775,925.0,251201.0,1014.0,7.9,5.9,76.91199999999999,646.3,113.6963,66.4,6004.733,62.5,103.6
46,1990-11-01,121500.0,4973.5,4896.963695192518,4.864452783918174,64.0,758.0,5095.0,8.2,10.014,941.0,251486.0,1145.0,8.0,6.2,76.381,633.8,116.5566,66.4,6004.733,62.3,103.7
47,1990-12-01,121500.0,5004.1,4540.715383155552,4.864452783918174,64.0,745.0,5047.0,8.5,9.6725,861.0,251758.0,969.0,8.8,6.3,75.972,624.3,108.5216,66.4,6004.733,62.2,103.8
48,1991-01-01,120000.0,4990.4,4427.752149841635,4.864452783918174,64.0,716.0,4972.0,9.4,9.6375,786.0,252012.0,798.0,9.4,6.4,75.533,610.0,101.5934,66.2,6035.178,62.0,105.0
49,1991-02-01,120000.0,4997.1,4152.2631831992685,4.867534450455582,64.0,710.0,4929.0,7.9,9.365,853.0,252253.0,965.0,9.0,6.6,75.249,600.3,108.6813,66.2,6035.178,61.9,105.3
50,1991-03-01,120000.0,5005.8,4554.871671912964,4.876722876509988,64.0,678.0,4881.0,7.3,9.5,911.0,252507.0,921.0,8.1,6.8,75.13600000000001,598.0,105.2613,66.3,6035.178,61.8,105.8
51,1991-04-01,119900.0,5034.3,4166.193786862506,4.882044059723269,64.1,670.0,4842.0,7.3,9.4925,916.0,252778.0,1001.0,8.7,6.7,75.315,587.6,104.176,66.4,6126.862,62.0,106.3
52,1991-05-01,119900.0,5055.9,4059.608153338058,4.882044059723269,64.1,662.0,4800.0,7.0,9.472,991.0,253060.0,996.0,8.5,6.9,75.768,584.8,104.1175,66.2,6126.862,61.6,106.7
53,1991-06-01,119900.0,5090.8,4166.193786862506,4.882044059723269,64.1,654.0,4782.0,7.0,9.615,964.0,253350.0,1036.0,9.0,6.9,76.253,579.9,105.9744,66.2,6126.862,61.7,106.6
54,1991-07-01,120000.0,5087.0,4087.365119637896,4.882044059723269,64.1,652.0,4752.0,7.1,9.575,973.0,253650.0,1063.0,8.4,6.8,76.517,574.1,107.988,66.1,6205.937,61.6,106.4
55,1991-08-01,120000.0,5108.4,3967.332108099567,4.882044059723269,64.1,651.0,4733.0,6.8,9.244,944.0,253966.0,1049.0,8.7,6.9,76.594,569.3,107.1435,66.0,6205.937,61.5,106.2
56,1991-09-01,120000.0,5141.5,4744.373012208877,4.918520005188451,64.1,633.0,4728.0,7.4,9.0075,974.0,254280.0,1015.0,8.9,6.9,76.575,568.2,108.3246,66.2,6205.937,61.6,105.4
57,1991-10-01,120000.0,5157.7,4087.365119637896,4.900820428089049,64.1,630.0,4698.0,6.7,8.855,991.0,254576.0,1079.0,9.4,7.0,76.29,563.3,108.7024,66.1,6264.54,61.5,105.5
58,1991-11-01,120000.0,5177.0,3797.6396684116544,4.900820428089049,64.1,636.0,4640.0,6.2,8.712,984.0,254841.0,1103.0,9.1,7.0,76.03,558.2,103.8766,66.1,6264.54,61.4,105.0
59,1991-12-01,120000.0,5233.0,3747.4498823533786,4.900820428089049,64.1,633.0,4647.0,6.2,8.4975,1061.0,255089.0,1079.0,9.8,7.3,75.844,554.8,108.3124,66.0,6264.54,61.2,104.9
60,1992-01-01,119500.0,5264.8,4018.036701974808,4.900820428089049,64.1,639.0,4667.0,5.2,8.432,1077.0,255331.0,1176.0,9.5,7.3,75.7,551.4,111.4657,66.3,6363.102,61.5,106.1
61,1992-02-01,119500.0,5303.2,4189.430087609126,4.900820428089049,64.1,630.0,4612.0,4.9,8.7625,1146.0,255576.0,1250.0,9.8,7.4,75.655,545.6,110.439,66.2,6363.102,61.3,105.8
62,1992-03-01,119500.0,5323.8,4329.332520662716,4.900820428089049,64.1,656.0,4621.0,6.1,8.935,1082.0,255848.0,1297.0,9.7,7.4,75.814,544.7,110.438,66.4,6363.102,61.5,105.4
63,1992-04-01,120000.0,5357.4,4119.791157000742,4.900820428089049,64.1,650.0,4603.0,6.1,8.8525,1054.0,256139.0,1099.0,9.8,7.4,76.08,542.6,113.3044,66.5,6470.763,61.6,105.2
64,1992-05-01,120000.0,5392.4,4606.845715629906,4.900820428089049,64.1,650.0,4605.0,6.0,8.672,1056.0,256437.0,1214.0,9.8,7.6,76.398,542.6,113.5843,66.6,6470.763,61.5,105.5
65,1992-06-01,120000.0,5424.0,4616.306923311265,4.900820428089049,64.1,644.0,4584.0,5.6,8.51,1057.0,256742.0,1145.0,10.0,7.8,76.602,542.7,112.737,66.7,6470.763,61.5,105.4
66,1992-07-01,120000.0,5437.1,4911.313456219044,4.900820428089049,64.1,629.0,4570.0,5.3,8.128,1089.0,257063.0,1139.0,9.5,7.7,76.711,546.7,112.1383,66.7,6566.641,61.6,105.0
67,1992-08-01,120000.0,5465.1,4385.523580852899,4.900820428089049,64.1,635.0,4581.0,5.2,7.975,1075.0,257390.0,1226.0,9.6,7.6,76.732,553.0,111.8263,66.6,6566.641,61.6,105.1
68,1992-09-01,120000.0,5452.8,4305.958158590504,4.900820428089049,64.1,638.0,4584.0,5.0,7.9225,1114.0,257704.0,1186.0,8.6,7.6,76.628,556.9,112.6484,66.5,6566.641,61.4,104.8
69,1992-10-01,126000.0,5444.9,4380.8360181486605,4.900820428089049,64.3,643.0,4600.0,5.1,8.088,1132.0,258004.0,1244.0,7.9,7.3,76.598,558.0,114.3146,66.2,6680.803,61.3,105.4
70,1992-11-01,126000.0,5467.4,4782.439060303486,4.900820428089049,64.3,641.0,4606.0,5.4,8.305,1118.0,258280.0,1214.0,7.9,7.4,76.579,560.0,104.542,66.3,6680.803,61.4,105.5
71,1992-12-01,126000.0,5676.8,4663.665228167794,4.900820428089049,64.3,638.0,4630.0,5.0,8.206,1176.0,258546.0,1227.0,10.5,7.4,76.464,560.2,104.9759,66.3,6680.803,61.4,105.4
72,1993-01-01,125000.0,5534.1,4362.094797118521,4.900820428089049,63.9,636.0,4664.0,5.4,7.9925,1177.0,258799.0,1210.0,8.5,7.3,76.395,563.4,104.6167,66.2,6729.459,61.4,106.2
73,1993-02-01,125000.0,5568.0,4839.640419051647,4.900820428089049,63.9,640.0,4714.0,5.3,7.6825,1148.0,259036.0,1210.0,8.8,7.1,76.327,568.1,104.4493,66.2,6729.459,61.4,106.8
74,1993-03-01,125000.0,5565.0,4221.999888575969,4.900820428089049,63.9,633.0,4676.0,5.4,7.495,1056.0,259283.0,1083.0,8.8,7.0,76.382,570.5,102.9615,66.2,6729.459,61.5,107.0
75,1993-04-01,127000.0,5621.8,4744.373012208877,4.911183215124596,64.0,636.0,4690.0,4.7,7.472,1104.0,259547.0,1258.0,8.7,7.1,76.66,575.2,104.3104,66.1,6808.939,61.5,111.2
76,1993-05-01,127000.0,5637.9,4249.9529030919775,4.92870191133357,64.0,648.0,4753.0,5.3,7.465,1112.0,259822.0,1260.0,8.2,7.1,77.03,582.4,107.9121,66.4,6808.939,61.7,111.7
77,1993-06-01,127000.0,5632.9,4635.239805639264,4.92870191133357,64.0,654.0,4760.0,5.2,7.4175,1130.0,260109.0,1280.0,7.7,7.0,77.516,582.3,108.1358,66.5,6808.939,61.8,111.9
78,1993-07-01,127000.0,5660.1,4152.2631831992685,4.92870191133357,64.0,663.0,4783.0,5.3,7.206,1174.0,260411.0,1254.0,7.5,6.9,77.885,582.9,109.5383,66.4,6882.098,61.8,111.6
79,1993-08-01,127000.0,5682.0,4973.5827996383305,4.92870191133357,64.0,665.0,4806.0,5.5,7.1125,1230.0,260717.0,1300.0,7.6,6.8,78.131,582.8,110.2556,66.4,6882.098,62.0,112.6
80,1993-09-01,127000.0,5675.1,4535.998383248913,4.92870191133357,64.0,677.0,4823.0,4.9,6.915,1251.0,261015.0,1343.0,6.8,6.7,78.19800000000001,586.3,109.121,66.2,6882.098,61.7,112.7
81,1993-10-01,127000.0,5669.1,4887.401388386531,4.92870191133357,64.1,687.0,4868.0,5.0,6.834,1287.0,261294.0,1392.0,6.2,6.8,78.172,591.1,109.8777,66.3,7013.738,61.8,113.2
82,1993-11-01,127000.0,5694.4,4834.868969851847,4.92870191133357,64.1,695.0,4887.0,4.8,7.155,1357.0,261550.0,1376.0,6.2,6.6,78.17,599.3,112.0146,66.3,7013.738,61.9,113.4
83,1993-12-01,127000.0,5893.8,5093.725763766673,4.92870191133357,64.1,703.0,4925.0,4.5,7.172,1461.0,261796.0,1533.0,9.0,6.5,78.113,607.1,112.6733,66.4,7013.738,62.0,113.4
84,1994-01-01,130000.0,5779.0,4801.492576360193,4.92870191133357,64.0,709.0,4940.0,5.9,7.06,1390.0,262021.0,1272.0,7.0,6.6,78.19800000000001,614.1,106.0954,66.6,7115.652,62.2,113.9
85,1994-02-01,130000.0,5798.0,5403.60744157473,4.92870191133357,64.0,716.0,4923.0,5.0,7.1525,1269.0,262237.0,1337.0,6.4,6.6,78.204,609.4,105.0822,66.6,7115.652,62.3,114.5
86,1994-03-01,130000.0,5829.4,4940.035609413669,4.9279780604152466,64.0,732.0,4990.0,4.8,7.675,1342.0,262491.0,1564.0,6.7,6.5,78.34899999999999,620.4,116.9048,66.5,7115.652,62.1,115.3
87,1994-04-01,130000.0,5890.5,5505.9974916670935,4.9279780604152466,63.9,740.0,5047.0,5.2,8.316,1392.0,262754.0,1465.0,6.3,6.4,78.70100000000001,622.1,116.956,66.5,7246.931,62.3,117.7
88,1994-05-01,130000.0,5911.1,5780.707455915208,4.9279780604152466,63.9,749.0,5084.0,5.3,8.5975,1396.0,263014.0,1526.0,7.5,6.1,79.208,625.4,119.7682,66.6,7246.931,62.5,118.4
89,1994-06-01,130000.0,5917.5,5320.974907372556,4.950885289690482,63.9,757.0,5097.0,6.2,8.3975,1357.0,263294.0,1409.0,6.8,6.1,79.70100000000001,627.6,118.8258,66.4,7246.931,62.3,119.5
90,1994-07-01,129700.0,5946.4,5055.223924132625,4.950885289690482,63.9,764.0,5125.0,6.3,8.614,1335.0,263580.0,1439.0,6.9,6.1,80.063,630.0,117.5506,66.4,7331.075,62.3,119.6
91,1994-08-01,129700.0,5968.7,5379.279985119244,4.950885289690482,63.9,773.0,5139.0,6.1,8.5125,1377.0,263871.0,1450.0,6.4,6.0,80.317,631.9,119.2109,66.6,7331.075,62.6,120.7
92,1994-09-01,129700.0,6001.5,5701.973864809385,4.950885289690482,63.9,774.0,5175.0,6.0,8.64,1412.0,264159.0,1474.0,6.7,5.9,80.34,633.2,121.4776,66.6,7331.075,62.7,121.0
93,1994-10-01,132000.0,6065.3,5525.539462352343,4.950885289690482,64.1,775.0,5177.0,5.6,8.925,1397.0,264430.0,1450.0,7.0,5.8,80.304,634.5,118.9145,66.7,7455.288,62.9,121.5
94,1994-11-01,132000.0,6075.4,5462.073704877036,4.950885289690482,64.1,785.0,5210.0,6.3,9.17,1340.0,264681.0,1511.0,6.9,5.6,80.17,632.4,123.8681,66.7,7455.288,63.0,121.4
95,1994-12-01,132000.0,6108.1,5564.660709525784,4.950885289690482,64.1,784.0,5226.0,6.6,9.198,1396.0,264924.0,1455.0,7.0,5.5,80.078,633.1,128.9246,66.7,7455.288,63.1,121.3
96,1995-01-01,130000.0,6148.6,5746.237607069852,4.950885289690482,64.4,783.0,5234.0,6.8,9.1475,1282.0,265157.0,1407.0,7.3,5.6,80.027,633.2,126.5968,66.8,7522.289,63.0,122.5
97,1995-02-01,130000.0,6173.3,5117.816059091906,4.950885289690482,64.4,793.0,5192.0,7.3,8.8275,1254.0,265383.0,1316.0,7.7,5.4,79.992,630.1,124.8849,66.8,7522.289,63.1,123.2
98,1995-03-01,130000.0,6200.3,5697.059477134721,4.950885289690482,64.4,771.0,5242.0,6.8,8.462,1226.0,265625.0,1249.0,7.4,5.4,80.078,630.4,127.4955,66.7,7522.289,63.1,123.2
99,1995-04-01,133900.0,6223.9,5350.113153944177,4.950885289690482,64.7,761.0,5252.0,6.7,8.32,1259.0,265877.0,1267.0,6.8,5.8,80.369,629.5,122.7703,66.9,7580.997,63.1,128.0
100,1995-05-01,133900.0,6238.3,5272.474956601739,4.950885289690482,64.7,758.0,5220.0,6.3,7.955,1271.0,266134.0,1314.0,7.0,5.6,80.691,628.0,119.6881,66.5,7580.997,62.7,128.6
101,1995-06-01,133900.0,6267.4,4868.286875020465,4.958639998977875,64.7,759.0,5250.0,5.8,7.566,1305.0,266414.0,1281.0,6.5,5.6,81.069,626.1,124.2416,66.5,7580.997,62.7,128.5
102,1995-07-01,132000.0,6296.3,5398.740370510242,4.958639998977875,64.8,762.0,5262.0,5.6,7.6075,1354.0,266700.0,1461.0,6.9,5.7,81.413,626.0,124.9272,66.6,7683.125,62.8,128.8
103,1995-08-01,132000.0,6319.0,4978.3785874078985,4.958639998977875,64.8,774.0,5286.0,6.1,7.86,1386.0,266998.0,1416.0,6.6,5.7,81.655,627.5,125.634,66.6,7683.125,62.8,128.8
104,1995-09-01,132000.0,6347.7,5045.606687756213,4.958639998977875,64.8,780.0,5324.0,6.3,7.636,1421.0,267304.0,1369.0,6.6,5.6,81.73899999999999,629.9,126.1997,66.6,7683.125,62.9,129.0
105,1995-10-01,138000.0,6373.5,5316.121319017866,4.958639998977875,65.1,781.0,5353.0,6.3,7.475,1400.0,267585.0,1369.0,7.0,5.5,81.727,634.2,128.0076,66.6,7772.586,62.9,128.8
106,1995-11-01,138000.0,6394.0,5437.699004930998,4.958639998977875,65.1,786.0,5358.0,6.8,7.3775,1430.0,267829.0,1452.0,6.4,5.6,81.631,637.5,127.8461,66.5,7772.586,62.8,128.8
107,1995-12-01,138000.0,6417.8,4668.405836199644,4.958639998977875,65.1,799.0,5344.0,6.4,7.2,1442.0,268047.0,1431.0,6.0,5.6,81.514,638.6,126.2146,66.4,7772.586,62.7,128.5
108,1996-01-01,137000.0,6453.9,5643.051645237974,4.958639998977875,65.3,803.0,5355.0,6.4,7.03,1387.0,268258.0,1467.0,6.5,5.6,81.42699999999999,642.0,123.7242,66.4,7868.468,62.7,128.5
109,1996-02-01,137000.0,6517.8,5228.893514216434,4.958639998977875,65.3,793.0,5415.0,5.3,7.075,1420.0,268480.0,1491.0,6.6,5.5,81.399,647.0,124.1369,66.6,7868.468,62.9,129.2
